Registry Name,ID,Has Item,Class
forestry:fence.gates.fireproof.teak,431,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.acacia,432,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.acacia,433,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.lime,434,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.lime,435,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.chestnut,436,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.chestnut,437,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.wenge,438,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.wenge,439,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.baobab,440,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.baobab,441,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.sequoia,442,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.sequoia,443,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.kapok,444,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.kapok,445,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.ebony,446,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.ebony,447,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.mahogany,448,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.mahogany,449,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.balsa,450,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.balsa,451,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.willow,452,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.willow,453,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.walnut,454,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.walnut,455,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.greenheart,456,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.greenheart,457,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.cherry,458,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.cherry,459,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.mahoe,460,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.mahoe,461,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.poplar,462,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.poplar,463,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.palm,464,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.palm,465,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.papaya,466,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.papaya,467,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.pine,468,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.pine,469,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.plum,470,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.plum,471,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.maple,472,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.maple,473,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.citrus,474,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.citrus,475,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.giganteum,476,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.giganteum,477,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.ipe,478,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.ipe,479,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.padauk,480,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.padauk,481,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.cocobolo,482,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.cocobolo,483,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.zebrawood,484,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.zebrawood,485,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.vanilla.fireproof.oak,486,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.vanilla.fireproof.spruce,487,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.vanilla.fireproof.birch,488,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.vanilla.fireproof.jungle,489,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.vanilla.fireproof.acacia,490,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.vanilla.fireproof.dark_oak,491,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:stairs.larch,492,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.teak,493,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.acacia,494,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.lime,495,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.chestnut,496,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.wenge,497,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.baobab,498,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.sequoia,499,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.kapok,500,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.ebony,501,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.mahogany,502,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.balsa,503,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.willow,504,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.walnut,505,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.greenheart,506,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.cherry,507,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.mahoe,508,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.poplar,509,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.palm,510,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.papaya,511,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.pine,512,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.plum,513,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.maple,514,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.citrus,515,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.giganteum,516,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.ipe,517,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.padauk,518,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.cocobolo,519,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.zebrawood,520,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.larch,521,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.teak,522,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.acacia,523,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.lime,524,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.chestnut,525,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.wenge,526,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.baobab,527,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.sequoia,528,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.kapok,529,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.ebony,530,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.mahogany,531,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.balsa,532,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.willow,533,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.walnut,534,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.greenheart,535,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.cherry,536,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.mahoe,537,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.poplar,538,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.palm,539,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.papaya,540,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.pine,541,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.plum,542,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.maple,543,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.citrus,544,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.giganteum,545,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.ipe,546,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.padauk,547,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.cocobolo,548,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.fireproof.zebrawood,549,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.vanilla.fireproof.oak,550,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.vanilla.fireproof.spruce,551,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.vanilla.fireproof.birch,552,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.vanilla.fireproof.jungle,553,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.vanilla.fireproof.acacia,554,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:stairs.vanilla.fireproof.dark_oak,555,true,forestry.arboriculture.blocks.BlockForestryStairs
forestry:doors.larch,556,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.teak,557,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.acacia,558,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.lime,559,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.chestnut,560,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.wenge,561,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.baobab,562,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.sequoia,563,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.kapok,564,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.ebony,565,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.mahogany,566,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.balsa,567,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.willow,568,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.walnut,569,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.greenheart,570,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.cherry,571,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.mahoe,572,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.poplar,573,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.palm,574,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.papaya,575,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.pine,576,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.plum,577,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.maple,578,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.citrus,579,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.giganteum,580,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.ipe,581,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.padauk,582,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.cocobolo,583,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:doors.zebrawood,584,true,forestry.arboriculture.blocks.BlockArbDoor
forestry:sapling_ge,585,true,forestry.arboriculture.blocks.BlockSapling
forestry:leaves,586,true,forestry.arboriculture.blocks.BlockForestryLeaves
forestry:leaves.default.0,587,true,null
forestry:leaves.default.1,588,true,null
forestry:leaves.default.2,589,true,null
forestry:leaves.default.3,590,true,null
forestry:leaves.default.4,591,true,null
forestry:leaves.default.5,592,true,null
forestry:leaves.default.6,593,true,null
forestry:leaves.default.7,594,true,null
forestry:leaves.default.8,595,true,null
forestry:leaves.decorative.0,596,true,null
forestry:leaves.decorative.1,597,true,null
forestry:leaves.decorative.2,598,true,null
forestry:charcoal,599,true,forestry.arboriculture.blocks.BlockCharcoal
forestry:wood_pile,600,true,forestry.arboriculture.blocks.BlockWoodPile
forestry:loam,601,true,forestry.arboriculture.blocks.BlockLoam
forestry:pods.papaya,602,true,forestry.arboriculture.blocks.BlockFruitPod
forestry:pods.cocoa,603,true,forestry.arboriculture.blocks.BlockFruitPod
forestry:pods.dates,604,true,forestry.arboriculture.blocks.BlockFruitPod
forestry:tree_chest,605,true,forestry.arboriculture.blocks.BlockArboriculture
forestry:fluid.bio.ethanol,606,true,forestry.core.fluids.BlockForestryFluid
forestry:fluid.biomass,607,true,forestry.core.fluids.BlockForestryFluid
forestry:fluid.glass,608,true,forestry.core.fluids.BlockForestryFluid
forestry:fluid.for.honey,609,true,forestry.core.fluids.BlockForestryFluid
forestry:fluid.ice,610,true,forestry.core.fluids.BlockForestryFluid
forestry:fluid.juice,611,true,forestry.core.fluids.BlockForestryFluid
forestry:fluid.milk,612,true,forestry.core.fluids.BlockForestryFluid
forestry:fluid.seed.oil,613,true,forestry.core.fluids.BlockForestryFluid
forestry:fluid.short.mead,614,true,forestry.core.fluids.BlockForestryFluid
bibliocraft:bookcasecreative,615,true,jds.bibliocraft.blocks.BlockBookcaseCreative
bibliocraft:lampiron,616,true,jds.bibliocraft.blocks.BlockLampIron
bibliocraft:mapframe,617,true,jds.bibliocraft.blocks.BlockMapFrame
bibliocraft:lanterngold,618,true,jds.bibliocraft.blocks.BlockLanternGold
bibliocraft:table,619,true,jds.bibliocraft.blocks.BlockTable
bibliocraft:case,620,true,jds.bibliocraft.blocks.BlockCase
bibliocraft:toolrack,621,true,jds.bibliocraft.blocks.BlockToolRack
bibliocraft:dinnerplate,622,true,jds.bibliocraft.blocks.BlockDinnerPlate
bibliocraft:seat,623,true,jds.bibliocraft.blocks.BlockSeat
bibliocraft:bookcase,624,true,jds.bibliocraft.blocks.BlockBookcase
bibliocraft:paintingframesimple,625,true,jds.bibliocraft.blocks.BlockPaintingFrameSimple
bibliocraft:bell,626,true,jds.bibliocraft.blocks.BlockBell
bibliocraft:clipboard,627,true,jds.bibliocraft.blocks.BlockClipboard
bibliocraft:cookiejar,628,true,jds.bibliocraft.blocks.BlockCookieJar
bibliocraft:typewriter,629,true,jds.bibliocraft.blocks.BlockTypeWriter
bibliocraft:paintingpress,630,true,jds.bibliocraft.blocks.BlockPaintingPress
bibliocraft:typesettingtable,631,true,jds.bibliocraft.blocks.BlockTypesettingTable
bibliocraft:lanterniron,632,true,jds.bibliocraft.blocks.BlockLanternIron
bibliocraft:potionshelf,633,true,jds.bibliocraft.blocks.BlockPotionShelf
bibliocraft:shelf,634,true,jds.bibliocraft.blocks.BlockShelf
bibliocraft:discrack,635,true,jds.bibliocraft.blocks.BlockDiscRack
bibliocraft:furniturepaneler,636,true,jds.bibliocraft.blocks.BlockFurniturePaneler
bibliocraft:clock,637,true,jds.bibliocraft.blocks.BlockClock
bibliocraft:paintingframeflat,638,true,jds.bibliocraft.blocks.BlockPaintingFrameFlat
bibliocraft:fancyworkbench,639,true,jds.bibliocraft.blocks.BlockFancyWorkbench
bibliocraft:fancysign,640,true,jds.bibliocraft.blocks.BlockFancySign
bibliocraft:paintingframefancy,641,true,jds.bibliocraft.blocks.BlockPaintingFrameFancy
bibliocraft:markerpole,642,true,jds.bibliocraft.blocks.BlockMarkerPole
bibliocraft:printingpress,643,true,jds.bibliocraft.blocks.BlockPrintingPress
bibliocraft:paintingframemiddle,644,true,jds.bibliocraft.blocks.BlockPaintingFrameMiddle
bibliocraft:label,645,true,jds.bibliocraft.blocks.BlockLabel
bibliocraft:paintingframeborderless,646,true,jds.bibliocraft.blocks.BlockPaintingFrameBorderless
bibliocraft:lampgold,647,true,jds.bibliocraft.blocks.BlockLampGold
bibliocraft:framedchest,648,true,jds.bibliocraft.blocks.BlockFramedChest
bibliocraft:desk,649,true,jds.bibliocraft.blocks.BlockDesk
bibliocraft:armorstand,650,true,jds.bibliocraft.blocks.BlockArmorStand
bibliocraft:swordpedestal,651,true,jds.bibliocraft.blocks.BlockSwordPedestal
buildcraftfactory:heat_exchange_end,652,true,buildcraft.factory.block.BlockHeatExchange
buildcraftfactory:heat_exchange_middle,653,true,buildcraft.factory.block.BlockHeatExchange
buildcraftfactory:heat_exchange_start,654,true,buildcraft.factory.block.BlockHeatExchange
